student_id,date,status
ST02486,2025-12-13,Present
ST02544,2025-09-28,Absent
ST00382,2025-10-31,Absent
ST01372,2025-10-12,Late
ST00537,2025-11-20,Late
ST00878,2025-09-29,Late
ST03469,2025-10-26,Late
ST00343,2025-12-01,Late
ST04599,2025-11-03,Present
ST02132,2025-10-31,Absent
ST01579,2025-09-30,Absent
ST02236,2025-12-28,Late
ST03465,2025-09-07,Late
ST00460,2025-10-10,Present
ST04759,2025-09-21,Absent
ST02908,2025-11-17,Absent
ST04361,2025-11-16,Present
ST01071,2025-10-31,Present
ST00221,2025-11-24,Present
ST01417,2025-09-11,Present
ST02303,2025-09-11,Absent
ST03813,2025-11-03,Absent
ST03571,2025-09-19,Present
ST00430,2025-12-20,Present
ST04669,2025-09-04,Absent
ST03577,2025-09-28,Absent
ST00370,2025-09-21,Late
ST03616,2025-11-07,Absent
ST04966,2025-09-13,Absent
ST01590,2025-11-18,Present
ST04209,2025-09-16,Absent
ST00325,2025-10-29,Present
ST03948,2025-10-03,Late
ST00794,2025-11-19,Late
ST00146,2025-10-17,Present
ST01328,2025-09-11,Late
ST03613,2025-09-16,Present
ST01663,2025-12-02,Absent
ST00935,2025-10-17,Absent
ST00302,2025-09-25,Late
ST01522,2025-11-17,Present
ST04574,2025-11-20,Absent
ST01726,2025-12-22,Absent
ST04752,2025-10-19,Absent
ST02869,2025-10-22,Late
ST04669,2025-10-31,Present
ST02333,2025-12-14,Absent
ST02375,2025-09-20,Present
ST02758,2025-11-22,Absent
ST00504,2025-10-27,Present
ST02766,2025-11-03,Present
ST04548,2025-12-18,Absent
ST03215,2025-11-24,Present
ST01285,2025-09-25,Present
ST01520,2025-10-14,Absent
ST01853,2025-11-11,Absent
ST02996,2025-12-28,Late
ST00851,2025-10-07,Present
ST00911,2025-12-02,Present
ST04771,2025-12-19,Late
ST04921,2025-12-13,Late
ST02653,2025-10-29,Absent
ST01874,2025-12-03,Late
ST02253,2025-10-12,Absent
ST00285,2025-11-14,Absent
ST01808,2025-10-06,Absent
ST01661,2025-12-01,Late
ST04684,2025-09-01,Absent
ST00551,2025-10-11,Absent
ST03773,2025-10-07,Absent
ST03347,2025-11-10,Present
ST04261,2025-10-08,Late
ST03769,2025-11-02,Absent
ST04985,2025-12-11,Present
ST01702,2025-10-22,Absent
ST02098,2025-11-01,Absent
ST01416,2025-10-26,Present
ST03294,2025-12-24,Absent
ST01440,2025-12-07,Present
ST02404,2025-09-10,Absent
ST03256,2025-10-17,Present
ST00407,2025-12-18,Present
ST04566,2025-11-07,Late
ST00231,2025-11-25,Absent
ST01594,2025-09-05,Late
ST03190,2025-10-03,Present
ST01462,2025-12-18,Absent
ST01657,2025-09-22,Absent
ST02400,2025-10-05,Absent
ST04150,2025-10-30,Absent
ST03310,2025-12-04,Late
ST04643,2025-09-10,Absent
ST00038,2025-10-05,Late
ST04267,2025-10-20,Present
ST04339,2025-09-28,Late
ST04479,2025-10-17,Late
ST00789,2025-09-18,Absent
ST04459,2025-10-29,Late
ST01681,2025-11-08,Present
ST04506,2025-09-20,Absent
ST02520,2025-09-23,Late
ST02255,2025-10-17,Present
ST00059,2025-09-27,Absent
ST02910,2025-10-23,Late
ST03867,2025-09-16,Absent
ST00558,2025-09-06,Present
ST01150,2025-12-27,Absent
ST04883,2025-11-01,Present
ST04740,2025-09-11,Absent
ST03361,2025-10-25,Late
ST04936,2025-09-17,Present
ST04694,2025-12-11,Present
ST04936,2025-10-27,Late
ST02068,2025-11-22,Late
ST04378,2025-11-25,Late
ST01602,2025-09-16,Present
ST04625,2025-10-29,Present
ST00284,2025-11-16,Late
ST02410,2025-10-30,Absent
ST02602,2025-09-03,Absent
ST02561,2025-09-06,Absent
ST02071,2025-11-26,Present
ST00071,2025-10-02,Present
ST03779,2025-12-04,Present
ST04920,2025-12-05,Absent
ST00472,2025-12-20,Present
ST04692,2025-11-21,Absent
ST03435,2025-09-22,Late
ST01197,2025-12-09,Absent
ST02860,2025-09-23,Late
ST03569,2025-10-02,Late
ST02533,2025-11-17,Absent
ST00660,2025-11-16,Late
ST01251,2025-12-14,Late
ST00305,2025-12-15,Absent
ST02555,2025-09-01,Late
ST03387,2025-12-07,Absent
ST04068,2025-12-13,Present
ST03075,2025-09-13,Absent
ST00993,2025-09-16,Present
ST03451,2025-09-16,Present
ST02861,2025-09-05,Present
ST01415,2025-12-13,Late
ST00485,2025-09-30,Absent
ST01677,2025-09-05,Absent
ST04436,2025-09-27,Present
ST01807,2025-12-19,Absent
ST01580,2025-10-08,Late
ST02137,2025-11-11,Present
ST01089,2025-10-22,Present
ST00267,2025-09-28,Late
ST02242,2025-09-13,Absent
ST01149,2025-10-06,Absent
ST01496,2025-11-26,Absent
ST00561,2025-11-17,Late
ST02841,2025-09-04,Absent
ST00931,2025-09-03,Absent
ST00483,2025-12-09,Absent
ST00908,2025-11-15,Absent
ST02062,2025-11-03,Present
ST03532,2025-11-04,Present
ST01515,2025-11-05,Present
ST04294,2025-12-27,Present
ST02765,2025-11-10,Late
ST02720,2025-09-17,Late
ST03066,2025-10-21,Late
ST03692,2025-10-31,Absent
ST02211,2025-09-07,Absent
ST01190,2025-12-21,Absent
ST02439,2025-11-21,Late
ST03784,2025-09-26,Absent
ST04560,2025-12-17,Present
ST03773,2025-10-14,Late
ST03249,2025-09-24,Absent
ST02214,2025-10-01,Absent
ST01451,2025-09-03,Present
ST01452,2025-11-21,Absent
ST04607,2025-12-25,Present
ST02176,2025-12-11,Late
ST02844,2025-12-15,Present
ST01352,2025-10-10,Late
ST03972,2025-12-18,Absent
ST00126,2025-10-23,Absent
ST00371,2025-09-24,Present
ST01201,2025-11-06,Present
ST04256,2025-11-21,Late
ST04867,2025-10-03,Present
ST01212,2025-11-19,Late
ST03009,2025-11-09,Late
ST04504,2025-09-04,Present
ST01580,2025-12-24,Late
ST02509,2025-09-21,Present
ST01070,2025-09-07,Late
ST01451,2025-10-09,Late
ST00998,2025-10-30,Absent
ST02248,2025-09-01,Absent
ST04144,2025-11-17,Present
ST00739,2025-12-25,Present
ST04722,2025-12-09,Present
ST03073,2025-12-12,Present
ST04859,2025-09-22,Late
ST03494,2025-12-13,Late
ST04494,2025-09-18,Present
ST02624,2025-10-18,Present
ST02180,2025-11-14,Late
ST01879,2025-11-08,Present
ST04801,2025-12-26,Late
ST01134,2025-10-18,Absent
ST03383,2025-11-08,Present
ST03773,2025-10-28,Present
ST02352,2025-11-17,Late
ST03745,2025-09-02,Absent
ST00785,2025-12-28,Present
ST02111,2025-11-25,Absent
ST04028,2025-10-20,Absent
ST03729,2025-10-21,Late
ST02415,2025-10-25,Absent
ST00859,2025-10-05,Present
ST04780,2025-10-19,Late
ST04691,2025-11-17,Absent
ST04698,2025-10-28,Absent
ST00185,2025-10-17,Present
ST00643,2025-12-10,Late
ST04745,2025-10-20,Late
ST02724,2025-10-24,Absent
ST01177,2025-09-26,Late
ST02015,2025-09-18,Absent
ST01055,2025-11-14,Absent
ST00138,2025-10-08,Present
ST03118,2025-12-25,Late
ST01120,2025-12-07,Absent
ST03738,2025-10-06,Late
ST01142,2025-10-10,Present
ST00874,2025-09-03,Absent
ST03756,2025-09-11,Late
ST04131,2025-10-24,Present
ST03244,2025-12-04,Present
ST02719,2025-11-23,Present
ST02103,2025-11-14,Present
ST04453,2025-09-06,Late
ST02104,2025-12-14,Absent
ST04681,2025-11-12,Absent
ST01960,2025-12-24,Late
ST03071,2025-12-17,Late
ST02705,2025-10-29,Present
ST02189,2025-10-05,Late
ST02096,2025-09-26,Present
ST00609,2025-10-29,Late
ST02386,2025-10-31,Absent
ST02713,2025-10-04,Present
ST02967,2025-12-16,Present
ST04312,2025-12-22,Late
ST02937,2025-11-27,Present
ST00911,2025-10-10,Present
ST00436,2025-11-16,Present
ST04163,2025-09-05,Present
ST04394,2025-11-02,Late
ST04648,2025-10-12,Absent
ST00437,2025-10-03,Absent
ST04325,2025-10-03,Present
ST04018,2025-09-12,Present
ST01521,2025-12-19,Absent
ST03097,2025-11-25,Present
ST00434,2025-11-23,Present
ST00987,2025-11-07,Present
ST04641,2025-10-15,Absent
ST01107,2025-11-11,Late
ST00532,2025-10-25,Late
ST01140,2025-12-17,Present
ST00022,2025-10-04,Absent
ST01660,2025-10-05,Present
ST04842,2025-10-21,Late
ST01481,2025-09-30,Absent
ST01818,2025-09-08,Present
ST04170,2025-11-22,Late
ST04527,2025-10-01,Present
ST00828,2025-12-15,Present
ST02470,2025-12-17,Present
ST04093,2025-11-11,Absent
ST04508,2025-10-20,Present
ST00848,2025-10-02,Late
ST03898,2025-12-16,Present
ST02123,2025-12-06,Present
ST04034,2025-09-19,Present
ST00981,2025-11-04,Absent
ST03080,2025-09-08,Present
ST00433,2025-11-08,Late
ST01087,2025-10-14,Present
ST00413,2025-09-01,Late
ST04359,2025-12-02,Present
ST00942,2025-10-25,Absent
ST04077,2025-11-15,Present
ST00598,2025-12-19,Present
ST00071,2025-12-21,Present
ST01290,2025-09-01,Late
ST01670,2025-12-27,Late
ST04297,2025-12-26,Absent
ST02705,2025-10-12,Absent
ST01443,2025-10-27,Absent
ST02996,2025-11-17,Late
ST00068,2025-11-04,Absent
ST01943,2025-12-02,Present
ST04909,2025-09-12,Absent
ST03027,2025-09-21,Absent
ST02994,2025-09-08,Absent
ST00729,2025-10-30,Late
ST00286,2025-11-06,Present
ST02577,2025-10-11,Present
ST03131,2025-09-27,Present
ST03658,2025-10-30,Late
ST00696,2025-12-15,Late
ST02427,2025-10-21,Late
ST01498,2025-10-28,Present
ST01162,2025-12-07,Present
ST03515,2025-12-18,Late
ST04035,2025-12-27,Absent
ST02381,2025-12-22,Present
ST01416,2025-12-21,Late
ST04559,2025-09-01,Present
ST00539,2025-11-22,Present
ST02824,2025-10-27,Absent
ST01351,2025-11-13,Present
ST03012,2025-11-13,Absent
ST04442,2025-10-15,Late
ST02440,2025-10-29,Present
ST03645,2025-12-15,Present
ST04339,2025-10-09,Absent
ST04215,2025-12-02,Late
ST02689,2025-11-02,Present
ST03025,2025-10-02,Present
ST04317,2025-11-30,Late
ST01875,2025-10-17,Late
ST04541,2025-11-07,Late
ST02125,2025-12-09,Present
ST02612,2025-10-31,Absent
ST03589,2025-11-03,Late
ST04238,2025-12-16,Absent
ST02224,2025-11-29,Absent
ST00326,2025-10-09,Present
ST00396,2025-09-23,Present
ST03830,2025-09-20,Late
ST01945,2025-09-20,Late
ST03317,2025-11-25,Absent
ST02809,2025-11-22,Late
ST01369,2025-12-17,Present
ST01334,2025-09-11,Present
ST04032,2025-10-23,Present
ST01653,2025-10-17,Late
ST04941,2025-10-21,Late
ST01388,2025-12-07,Absent
ST04290,2025-12-05,Late
ST01081,2025-11-30,Present
ST00971,2025-12-26,Absent
ST04044,2025-10-29,Absent
ST00173,2025-10-15,Present
ST00884,2025-11-28,Absent
ST04630,2025-11-27,Absent
ST03902,2025-12-24,Absent
ST02088,2025-12-20,Absent
ST02205,2025-11-20,Absent
ST03994,2025-10-03,Absent
ST00447,2025-11-26,Late
ST02492,2025-10-30,Late
ST04038,2025-12-07,Present
ST01644,2025-11-20,Absent
ST04775,2025-10-02,Absent
ST02656,2025-12-25,Late
ST00809,2025-10-17,Present
ST03522,2025-10-13,Absent
ST02381,2025-10-07,Late
ST04714,2025-10-30,Present
ST02655,2025-10-17,Absent
ST02130,2025-12-13,Present
ST04328,2025-12-20,Present
ST04581,2025-12-21,Absent
ST00818,2025-11-18,Absent
ST01812,2025-10-17,Present
ST03917,2025-10-07,Absent
ST02765,2025-09-24,Absent
ST04576,2025-10-28,Present
ST03163,2025-09-19,Absent
ST02939,2025-11-27,Absent
ST04014,2025-09-28,Present
ST00513,2025-11-28,Late
ST00668,2025-12-07,Present
ST02329,2025-12-18,Absent
ST00939,2025-11-28,Present
ST01483,2025-12-04,Absent
ST00124,2025-12-28,Present
ST04293,2025-10-03,Absent
ST04881,2025-10-08,Absent
ST01759,2025-10-16,Absent
ST01113,2025-11-18,Absent
ST01859,2025-12-01,Absent
ST04949,2025-11-03,Present
ST04892,2025-12-05,Present
ST01156,2025-11-18,Absent
ST00026,2025-11-08,Present
ST00620,2025-10-26,Present
ST02929,2025-09-02,Absent
ST02845,2025-11-19,Present
ST03436,2025-09-03,Late
ST01458,2025-09-12,Present
ST04085,2025-11-18,Present
ST02053,2025-11-26,Absent
ST01005,2025-12-19,Present
ST04005,2025-10-31,Present
ST00860,2025-12-01,Late
ST04140,2025-10-05,Late
ST00631,2025-09-22,Present
ST02357,2025-12-19,Absent
ST03442,2025-09-11,Late
ST04658,2025-09-20,Absent
ST00087,2025-10-11,Late
ST04005,2025-09-29,Late
ST03154,2025-11-26,Present
ST03747,2025-10-04,Present
ST00548,2025-09-26,Absent
ST02819,2025-12-14,Late
ST00145,2025-10-10,Present
ST04225,2025-10-17,Late
ST01648,2025-11-11,Late
ST01247,2025-12-20,Absent
ST01442,2025-09-19,Present
ST04576,2025-12-09,Late
ST00322,2025-10-15,Absent
ST04616,2025-11-06,Present
ST01875,2025-11-12,Late
ST04415,2025-10-19,Present
ST04725,2025-10-24,Late
ST00577,2025-12-04,Present
ST03452,2025-10-24,Absent
ST02910,2025-09-05,Present
ST02672,2025-12-04,Absent
ST04599,2025-10-04,Late
ST04022,2025-10-01,Present
ST03212,2025-10-16,Late
ST02150,2025-12-03,Present
ST00522,2025-10-05,Late
ST03793,2025-11-19,Late
ST03262,2025-12-10,Present
ST00175,2025-12-16,Absent
ST01698,2025-10-31,Absent
ST00871,2025-09-20,Late
ST02039,2025-11-16,Absent
ST00606,2025-10-01,Present
ST04340,2025-10-26,Present
ST00809,2025-11-03,Late
ST04303,2025-11-01,Late
ST00232,2025-09-05,Late
ST01403,2025-11-08,Present
ST04016,2025-11-09,Present
ST04236,2025-12-19,Late
ST01560,2025-10-07,Absent
ST03373,2025-11-16,Absent
ST02196,2025-09-18,Late
ST00823,2025-10-09,Absent
ST00677,2025-11-11,Late
ST01100,2025-09-01,Late
ST01976,2025-10-17,Late
ST04639,2025-09-29,Late
ST03741,2025-09-12,Present
ST00687,2025-10-11,Present
ST02837,2025-09-12,Absent
ST02987,2025-10-21,Absent
ST02033,2025-09-15,Absent
ST04498,2025-10-19,Absent
ST00066,2025-11-23,Present
ST03919,2025-11-17,Late
ST01440,2025-10-20,Present
ST02411,2025-10-19,Absent
ST04395,2025-09-11,Late
ST04911,2025-10-21,Absent
ST04384,2025-10-13,Late
ST04944,2025-11-07,Late
ST01715,2025-11-08,Late
ST01046,2025-10-29,Late
ST03549,2025-10-02,Present
ST02408,2025-10-22,Absent
ST03358,2025-10-16,Late
ST01347,2025-11-30,Late
ST01418,2025-09-21,Present
ST02353,2025-11-17,Absent
ST02561,2025-11-25,Absent
ST01482,2025-11-28,Absent
ST03155,2025-11-15,Late
ST00230,2025-10-04,Late
ST04508,2025-10-21,Absent
ST02575,2025-09-25,Absent
ST00206,2025-12-03,Late
ST00605,2025-09-20,Late
ST02234,2025-11-18,Present
ST03787,2025-11-12,Late
ST00382,2025-10-10,Present
ST00847,2025-12-13,Late
ST04245,2025-11-04,Absent
ST03984,2025-12-30,Absent
ST04752,2025-12-24,Present
ST00273,2025-09-02,Present
ST02521,2025-12-19,Absent
ST02508,2025-12-06,Absent
ST04302,2025-11-12,Absent
ST03253,2025-11-23,Present
ST01772,2025-11-09,Absent
ST01147,2025-10-08,Late
ST01518,2025-12-17,Present
ST04395,2025-12-03,Present
ST04740,2025-09-12,Late
ST02737,2025-11-18,Present
ST03205,2025-12-06,Late
ST00899,2025-11-08,Present
ST00171,2025-11-11,Absent
ST01289,2025-12-17,Late
ST01898,2025-09-16,Late
ST04131,2025-10-09,Absent
ST03126,2025-10-11,Late
ST00784,2025-09-29,Absent
ST02552,2025-10-28,Absent
ST03591,2025-10-18,Present
ST02792,2025-12-06,Late
ST00104,2025-09-06,Late
ST02877,2025-11-28,Present
ST04738,2025-09-01,Absent
ST02883,2025-11-26,Present
ST02315,2025-12-17,Late
ST01213,2025-09-27,Present
ST02818,2025-09-06,Absent
ST04445,2025-12-02,Present
ST01417,2025-10-25,Present
ST01527,2025-10-20,Late
ST02287,2025-10-21,Present
ST00111,2025-12-25,Late
ST02735,2025-11-03,Present
ST00125,2025-11-09,Present
ST01166,2025-12-24,Late
ST00637,2025-11-10,Present
ST03854,2025-11-23,Absent
ST02884,2025-09-16,Present
ST04157,2025-11-20,Late
ST01376,2025-12-15,Present
ST00536,2025-10-09,Absent
ST00256,2025-09-24,Absent
ST03341,2025-10-03,Late
ST01714,2025-09-09,Absent
ST04773,2025-09-24,Absent
ST00594,2025-12-21,Absent
ST03164,2025-11-14,Present
ST02653,2025-11-17,Late
ST04366,2025-09-17,Present
ST04961,2025-10-12,Absent
ST03689,2025-10-13,Present
ST02687,2025-11-23,Present
ST04379,2025-12-05,Late
ST00377,2025-09-06,Late
ST04173,2025-11-13,Present
ST02195,2025-11-24,Absent
ST00937,2025-10-22,Present
ST03332,2025-12-19,Present
ST02883,2025-12-13,Absent
ST04934,2025-11-27,Present
ST02487,2025-10-24,Absent
ST02696,2025-09-24,Late
ST00813,2025-10-27,Late
ST04634,2025-09-14,Late
ST03830,2025-10-09,Present
ST00443,2025-11-02,Absent
ST02771,2025-09-09,Late
ST00134,2025-09-22,Late
ST02138,2025-11-26,Absent
ST03912,2025-11-24,Late
ST00943,2025-11-13,Absent
ST00396,2025-12-29,Absent
ST00986,2025-11-08,Late
ST03751,2025-11-22,Present
ST00063,2025-10-27,Present
ST02374,2025-12-11,Absent
ST04912,2025-11-13,Absent
ST02737,2025-10-02,Absent
ST04597,2025-09-17,Late
ST02070,2025-12-11,Present
ST00217,2025-12-12,Absent
ST04846,2025-09-19,Present
ST01792,2025-11-25,Absent
ST01978,2025-09-15,Absent
ST01855,2025-10-18,Present
ST04491,2025-11-27,Late
ST00031,2025-09-11,Late
ST01236,2025-11-06,Absent
ST02804,2025-11-12,Present
ST04341,2025-09-25,Late
ST00472,2025-12-22,Present
ST00318,2025-09-20,Present
ST01844,2025-09-30,Present
ST02217,2025-11-22,Absent
ST03510,2025-10-14,Late
ST02501,2025-10-06,Present
ST03677,2025-11-09,Present
ST01057,2025-09-08,Present
ST02385,2025-09-10,Present
ST02082,2025-09-11,Late
ST00271,2025-12-30,Present
ST00239,2025-10-12,Present
ST01724,2025-09-09,Present
ST04808,2025-10-30,Absent
ST03997,2025-10-06,Late
ST01150,2025-10-04,Absent
ST04146,2025-09-05,Late
ST03948,2025-10-19,Late
ST01742,2025-11-28,Late
ST02254,2025-12-11,Present
ST01273,2025-11-19,Absent
ST01921,2025-11-28,Absent
ST00683,2025-11-23,Late
ST02076,2025-11-28,Absent
ST00320,2025-11-23,Absent
ST00286,2025-09-10,Present
ST00283,2025-11-09,Late
ST04718,2025-11-25,Absent
ST00937,2025-12-06,Present
ST02803,2025-09-27,Absent
ST02229,2025-11-20,Late
ST04472,2025-10-28,Late
ST02098,2025-11-15,Present
ST02411,2025-12-24,Present
ST04060,2025-11-24,Present
ST00759,2025-10-15,Absent
ST02403,2025-09-30,Present
ST02688,2025-10-11,Late
ST02679,2025-09-14,Absent
ST01134,2025-12-11,Present
ST04038,2025-10-29,Present
ST01426,2025-09-04,Absent
ST01435,2025-09-26,Absent
ST03374,2025-09-18,Late
ST01358,2025-10-22,Late
ST01483,2025-09-02,Absent
ST01677,2025-12-13,Present
ST01290,2025-11-05,Absent
ST03794,2025-11-11,Present
ST03215,2025-09-27,Late
ST03599,2025-11-12,Present
ST01770,2025-09-20,Present
ST00425,2025-10-21,Absent
ST01271,2025-10-29,Late
ST02368,2025-10-19,Late
ST02398,2025-09-24,Absent
ST01232,2025-10-22,Absent
ST00837,2025-12-22,Late
ST04128,2025-12-08,Absent
ST03892,2025-11-29,Absent
ST00170,2025-10-09,Late
ST02279,2025-11-30,Present
ST01113,2025-11-13,Absent
ST00945,2025-11-03,Present
ST02473,2025-11-16,Present
ST00086,2025-09-25,Absent
ST01953,2025-12-18,Absent
ST01504,2025-12-12,Present
ST02548,2025-11-18,Absent
ST03762,2025-09-24,Absent
ST04404,2025-12-19,Late
ST04920,2025-09-10,Present
ST01501,2025-12-01,Late
ST01526,2025-09-01,Absent
ST03562,2025-10-15,Absent
ST03147,2025-09-09,Late
ST04312,2025-12-20,Present
ST03180,2025-10-15,Late
ST02373,2025-11-02,Present
ST00960,2025-09-26,Present
ST00650,2025-11-28,Late
ST03014,2025-09-25,Present
ST03276,2025-09-17,Present
ST00312,2025-10-10,Absent
ST04378,2025-10-15,Late
ST02782,2025-10-12,Present
ST04143,2025-12-07,Present
ST01777,2025-12-24,Present
ST04401,2025-09-03,Absent
ST00271,2025-10-17,Absent
ST02385,2025-10-27,Absent
ST02408,2025-09-23,Late
ST03485,2025-09-27,Absent
ST03720,2025-11-08,Late
ST04956,2025-11-30,Present
ST02325,2025-12-05,Present
ST03917,2025-10-20,Absent
ST01573,2025-11-15,Late
ST02617,2025-11-05,Late
ST02381,2025-09-23,Present
ST03690,2025-11-22,Late
ST02906,2025-09-08,Absent
ST00270,2025-11-20,Absent
ST02755,2025-09-01,Late
ST02193,2025-09-24,Absent
ST03552,2025-09-09,Absent
ST04130,2025-09-20,Late
ST03226,2025-12-05,Late
ST01609,2025-12-20,Late
ST02463,2025-12-05,Present
ST03924,2025-11-12,Absent
ST03314,2025-09-07,Late
ST00449,2025-12-23,Late
ST04658,2025-12-09,Present
ST00356,2025-11-20,Late
ST00074,2025-10-21,Late
ST03137,2025-11-17,Absent
ST01620,2025-10-02,Late
ST01597,2025-12-30,Present
ST02624,2025-11-13,Absent
ST01244,2025-09-28,Absent
ST02919,2025-09-23,Present
ST01719,2025-11-26,Present
ST02038,2025-09-21,Present
ST01463,2025-09-18,Absent
ST03021,2025-12-10,Late
ST01527,2025-12-28,Present
ST01306,2025-11-25,Late
ST04277,2025-10-31,Late
ST04691,2025-12-26,Absent
ST01822,2025-09-23,Absent
ST03659,2025-09-21,Late
ST00995,2025-12-02,Late
ST04410,2025-09-29,Absent
ST04011,2025-10-10,Absent
ST04930,2025-09-07,Late
ST03152,2025-09-26,Absent
ST01732,2025-11-18,Absent
ST00291,2025-12-15,Absent
ST00740,2025-10-23,Absent
ST04179,2025-10-10,Absent
ST01327,2025-10-22,Late
ST04820,2025-12-05,Late
ST03558,2025-11-26,Absent
ST02517,2025-12-03,Absent
ST02329,2025-11-27,Absent
ST02838,2025-09-20,Present
ST00130,2025-11-18,Absent
ST01049,2025-11-04,Late
ST03496,2025-12-25,Absent
ST00461,2025-12-23,Late
ST01803,2025-10-11,Late
ST02770,2025-09-30,Absent
ST03577,2025-12-26,Absent
ST00482,2025-09-06,Late
ST03304,2025-10-22,Present
ST04611,2025-12-03,Present
ST02147,2025-10-11,Absent
ST04194,2025-11-03,Absent
ST03257,2025-10-12,Late
ST01635,2025-12-06,Present
ST01585,2025-09-19,Absent
ST03743,2025-09-03,Absent
ST04288,2025-09-16,Present
ST00053,2025-12-24,Present
ST04737,2025-09-15,Late
ST04870,2025-09-28,Absent
ST03870,2025-09-05,Absent
ST03667,2025-10-18,Present
ST00581,2025-11-13,Absent
ST04430,2025-12-24,Present
ST02758,2025-12-12,Present
ST04406,2025-11-15,Late
ST01902,2025-11-17,Absent
ST02907,2025-12-15,Late
ST00646,2025-10-28,Late
ST00758,2025-09-14,Present
ST02184,2025-12-04,Present
ST04025,2025-09-27,Late
ST04141,2025-09-29,Present
ST04833,2025-10-16,Absent
ST04422,2025-12-20,Present
ST02868,2025-10-13,Absent
ST03728,2025-09-22,Present
ST02159,2025-11-12,Present
ST02617,2025-11-12,Present
ST03959,2025-09-25,Absent
ST02057,2025-11-15,Absent
ST01392,2025-12-08,Absent
ST04291,2025-09-26,Late
ST01393,2025-10-16,Late
ST02558,2025-10-30,Present
ST03013,2025-09-05,Present
ST04172,2025-11-02,Present
ST01024,2025-10-05,Absent
ST04452,2025-09-28,Late
ST01833,2025-12-13,Late
ST01778,2025-12-29,Absent
ST04855,2025-10-07,Present
ST04159,2025-11-01,Late
ST01553,2025-11-29,Late
ST03561,2025-10-12,Present
ST04867,2025-11-25,Late
ST02642,2025-09-17,Absent
ST03084,2025-11-13,Present
ST02203,2025-11-03,Late
ST03729,2025-10-08,Absent
ST00361,2025-12-22,Present
ST00259,2025-10-27,Late
ST03165,2025-12-21,Present
ST03733,2025-11-14,Absent
ST03777,2025-12-09,Present
ST01332,2025-11-04,Present
ST01395,2025-11-19,Present
ST03462,2025-09-27,Present
ST03692,2025-10-02,Late
ST03558,2025-10-01,Absent
ST04108,2025-12-01,Absent
ST00036,2025-12-27,Late
ST04490,2025-12-15,Late
ST04448,2025-11-14,Late
ST00394,2025-12-10,Absent
ST00863,2025-11-26,Late
ST00079,2025-10-08,Absent
ST02547,2025-12-05,Present
ST02606,2025-12-02,Absent
ST04648,2025-11-01,Absent
ST00715,2025-11-15,Late
ST02643,2025-10-06,Present
ST00275,2025-09-26,Absent
ST01024,2025-12-14,Absent
ST00989,2025-09-30,Late
ST03592,2025-12-21,Late
ST03434,2025-11-25,Absent
ST04134,2025-09-13,Absent
ST00879,2025-11-05,Late
ST04496,2025-09-09,Absent
ST01064,2025-11-28,Late
ST01781,2025-10-06,Absent
ST02115,2025-10-21,Absent
ST00036,2025-12-16,Absent
ST02942,2025-09-14,Present
ST04013,2025-12-20,Absent
ST03625,2025-10-24,Present
ST03109,2025-09-02,Late
ST00524,2025-11-10,Absent
ST02777,2025-09-28,Present
ST04100,2025-12-21,Present
ST00519,2025-11-26,Present
ST03833,2025-09-06,Absent
ST02931,2025-12-01,Present
ST00423,2025-11-29,Present
ST00974,2025-10-23,Present
ST04460,2025-09-18,Late
ST00216,2025-10-29,Late
ST03560,2025-09-09,Late
ST04933,2025-10-10,Present
ST04036,2025-12-15,Present
ST00252,2025-11-14,Absent
ST03855,2025-11-19,Present
ST02722,2025-10-15,Present
ST00753,2025-10-26,Present
ST01210,2025-11-14,Late
ST04886,2025-12-28,Late
ST01306,2025-12-22,Absent
ST00234,2025-12-02,Late
ST00366,2025-09-08,Present
ST01856,2025-11-07,Absent
ST04364,2025-12-12,Late
ST02621,2025-10-14,Present
ST01164,2025-12-21,Absent
ST03940,2025-09-13,Late
ST02507,2025-10-06,Late
ST03032,2025-11-24,Present
ST00803,2025-09-20,Absent
ST00756,2025-12-17,Late
ST03453,2025-12-26,Present
ST00391,2025-12-11,Present
ST04322,2025-11-21,Absent
ST02546,2025-09-01,Late
ST04018,2025-09-07,Late
ST01114,2025-10-09,Late
ST00451,2025-09-06,Present
ST04824,2025-11-13,Absent
ST02938,2025-12-20,Present
ST01394,2025-11-15,Present
ST00550,2025-11-30,Absent
ST04402,2025-09-20,Present
ST01728,2025-11-26,Late
ST02489,2025-10-25,Absent
ST04625,2025-11-16,Present
ST03154,2025-09-20,Absent
ST01815,2025-12-02,Absent
ST00699,2025-10-12,Absent
ST03940,2025-09-11,Late
ST04450,2025-11-17,Present
ST04371,2025-12-13,Late
ST01548,2025-10-19,Absent
ST04678,2025-10-13,Present
ST03289,2025-11-22,Absent
ST03380,2025-09-18,Present
ST03234,2025-11-29,Late
ST04954,2025-11-04,Absent
ST03407,2025-11-02,Absent
ST01436,2025-09-26,Absent
ST02170,2025-11-15,Present
ST04058,2025-09-26,Present
ST01445,2025-11-14,Absent
ST03679,2025-10-25,Present
ST02890,2025-11-24,Absent
ST03768,2025-09-18,Absent
ST00558,2025-12-11,Present
ST04975,2025-12-22,Present
ST00745,2025-12-22,Absent
ST04700,2025-11-19,Late
ST04191,2025-10-06,Present
ST02980,2025-10-12,Present
ST01063,2025-11-14,Late
ST00611,2025-12-17,Present
ST00994,2025-10-31,Present
ST02083,2025-09-07,Absent
